invoice_id,project_id,vendor_name,category,invoice_amount_naira,invoice_date,payment_status,notes
INV02642,PRJ01460,Stagehand Talent Agency,Talent,12436359,04 Dec 2021,Paid,
INV07842,PRJ01747,Lagos Grip & Lighting Co,Equipment Rental,8229810,2021-04-02,disputed,
INV09518,PRJ01321,Redline Camera Rentals,Equipment Rental,38240234,04/01/2025,Pd,
INV05343,PRJ03249,Naija Locations Ltd,Location,"NGN 28,233,235",24-10-2022,disputed,
INV04744,PRJ03845,redline camera rentals,Equipment Rental,7098828,28-04-2022,disputed,
INV00868,PRJ02990,Stagehand Talent Agency,Talent,38787819,25-07-2024,Pd,
INV02967,PRJ03050,OnSet Meals NG,Catering,15649896,2025-06-23,disputed,
INV07690,PRJ03000,REDLINE CAMERA RENTALS,Equipment Rental,4809677,18/07/2024,Pd,
INV09649,PRJ03616,Crew Connect NG,Crew,42407783,08-03-2025,Pending,
INV05829,PRJ03086,Naija Locations Ltd,Location,19710489,2021-11-18,paid,
INV08480,PRJ01970,Crew Connect NG,Crew,20182031,23 Aug 2024,PAID,
INV04798,PRJ00703,NAIJA FACES CASTING,Talent,31448715,23-02-2021,PAID,
INV06230,PRJ01574,colourgrade lagos,Post-Production,12910103,2021-07-03,Pending,
INV04501,PRJ01035,Reel Edit Studios,Post-Production,14384246,10/03/2024,Overdue,
INV02921,PRJ02956,Coastline Property Services,Location,15193180,12/06/2021,pending,
INV03443,PRJ02171,ColourGrade Lagos,Post-Production,8992353,09-03-2021,Pending,
INV07098,PRJ00241,Crew Connect NG,Crew,22282901,17-10-2024,PAID,
INV00487,PRJ03227,Coastline Property Services,Location,7449451,06 Dec 2025,PAID,
INV04864,PRJ00678,Stagehand Talent Agency,Talent,8417543,04/07/2024,disputed,
INV06177,PRJ00960,OnSet Meals NG,Catering,1435038,2025-02-19,Paid,
INV06710,PRJ00661,OnSet Meals,Catering,12438789,22 Jun 2025,OVERDUE,
INV02360,PRJ00782,Mama Bisi Kitchen Services,Catering,"NGN 6,309,176",20/04/2024,Pending,
INV04053,PRJ02364,SoundWave Post NG,Post-Production,9431641,20-04-2024,pending,
INV02251,PRJ03567,ProGear,Equipment Rental,8259066,08/08/2024,Pd,
INV03227,PRJ00014,Naija Locations Ltd,Location,26505799,2024-08-10,Disputed,
INV03925,PRJ02869,Reel Edit Studios,Post-Production,14796587,28-10-2024,Disputed,
INV00078,PRJ00449,ColourGrade Lagos,Post-Production,34467015,10-12-2021,Pd,
INV07767,PRJ00320,Redline Camera Rentals,Equipment Rental,236898,11 Jan 2024,Disputed,
INV06218,PRJ03515,Frame & Focus Equipment,Equipment Rental,7455698,28-09-2025,disputed,
INV00954,PRJ02636,Crew Connect NG,Crew,49479303,18 Feb 2021,Pd,
INV08293,PRJ00516,chop life catering,Catering,7893701,2023-04-07,PAID,
INV02272,PRJ00123,Frame & Focus Equipment,Equipment Rental,6543284,04 Mar 2022,Pd,
INV06925,PRJ01348,Urban Set Scouts,Location,18244785,10/09/2023,Pd,
INV00898,PRJ00763,Stagehand Talent Agency,Talent,7471133,14/07/2023,Paid,
INV05196,PRJ03814,Crewnnect,Crew,9466682,15/07/2022,Paid,
INV05839,PRJ03737,OnSet Meals NG,Catering,692097,18-05-2021,paid,
INV00860,PRJ01239,progear nigeria,Equipment Rental,3905881,20/05/2022,paid,
INV05930,PRJ02353,Mama Bisi Kitchen Services,Catering,32326552,02 Jun 2021,OVERDUE,
INV09188,PRJ02463,Coastline Property Services,Location,11984432,09/12/2021,Pd,
INV00388,PRJ03185,SoundWave Post NG,Post-Production,28843488,13 Nov 2025,PAID,
INV06621,PRJ03795,SoundWave Post NG,Post-Production,11167801,2021-01-20,Overdue,
INV06280,PRJ03058,ColourGrade Lagos,Post-Production,80066722,28/07/2022,pending,
INV08279,PRJ01893,OnDeck Production Staffing,Crew,4132415,19 Feb 2023,paid,
INV03967,PRJ02452,Naija Faces Casting,Talent,7889758,02 May 2025,Overdue,
INV02471,PRJ03901,Naija Faces Casting,Talent,40681735,01/10/2024,Pd,
INV01208,PRJ01389,naija locations ltd,Location,6180471,05 Nov 2021,OVERDUE,
INV04865,PRJ00678,Naija Locations Ltd,Location,"NGN 2,756,902",2023-04-06,Overdue,
INV05404,PRJ01636,Naija Faces Casting,Talent,56836202,06-07-2021,PAID,
INV01324,PRJ01828,URBAN SET SCOUTS,Location,10911283,2022-05-26,Paid,
INV04956,PRJ01459,ProGear Nigeria,Equipment Rental,7482194,15-02-2023,PAID,
INV04926,PRJ03200,PROGEAR NIGERIA,Equipment Rental,14092641,2024-06-26,Pending,
INV04327,PRJ02855,ProGear Nigeria,Equipment Rental,7719713,16 Mar 2025,Pending,
INV08787,PRJ03280,Urban Set Scouts,Location,5311321,2023-03-24,disputed,
INV09599,PRJ00824,mama bisi kitchen services,Catering,19520596,05-10-2025,disputed,
INV08206,PRJ00020,Crew Connect NG,Crew,16140244,26 Oct 2023,Pending,
INV05776,PRJ02275,Coastline Property Services,Location,10897758,2021-08-27,OVERDUE,
INV01878,PRJ03428,ondeck production staffing,Crew,21835048,18/06/2025,Pending,
INV01934,PRJ03094,reel edit studios,Post-Production,10274006,20/06/2022,disputed,
INV00084,PRJ01432,Naija Faces Casting,Talent,21226424,17-12-2021,Pending,
INV07998,PRJ00527,REEL EDIT STUDIOS,Post-Production,17232850,2023-07-17,Disputed,
INV00221,PRJ03369,Chop Life Catering,Catering,4102364,11 Feb 2021,Pd,
INV01175,PRJ00124,SoundWave Post NG,Post-Production,23610445,11-08-2023,Pending,
INV07252,PRJ01365,Urban Set Scouts,Location,15533902,2024-09-24,Overdue,
INV04959,PRJ01459,Crew Connect NG,Crew,24927707,19/11/2023,Paid,
INV03797,PRJ00008,ColourGrade Lagos,Post-Production,21550134,2022-08-07,Paid,
INV08690,PRJ02192,OnDeck Production Staffing,Crew,1775109,2021-12-07,paid,
INV01022,PRJ02603,SoundWave Post NG,Post-Production,48529706,2023-12-27,Pd,
INV06937,PRJ02377,Reel Edit Studios,Post-Production,191168,2022-07-17,OVERDUE,
INV04180,PRJ02243,Coastline Property Services,Location,39382487,23 Mar 2024,disputed,
INV07883,PRJ03522,Naija Locations Ltd,Location,2482116,05 Sep 2024,Disputed,
INV02586,PRJ00435,COLOURGRADE LAGOS,Post-Production,59784839,21-04-2024,PAID,
INV04220,PRJ02805,ColourGrade Lagos,Post-Production,523696,21 Oct 2021,Pd,
INV02381,PRJ00935,colourgrade lagos,Post-Production,8535134,15/12/2024,PAID,
INV08694,PRJ00629,ProGear Nigeria,Equipment Rental,5963516,25/11/2022,Pending,
INV09027,PRJ01018,Redline Camera Rentals,Equipment Rental,7416441,05-08-2022,PAID,
INV09218,PRJ03711,Naija Faces Casting,Talent,1255519,17 Oct 2022,Paid,
INV06530,PRJ02331,ColourGrade Lagos,Post-Production,337550,2025-07-24,pending,
INV02656,PRJ01518,Stagehand Talent Agency,Talent,18274381,04-02-2021,Paid,
INV07250,PRJ02397,SoundWave Post NG,Post-Production,12311420,19/01/2025,paid,
INV03410,PRJ03545,Stagehand Talent Agency,Talent,4365092,2021-01-02,Overdue,
INV08012,PRJ00356,Coastline Property Services,Location,28493407,2021-04-11,Pd,
INV04054,PRJ02364,REEL EDIT STUDIOS,Post-Production,8548251,05-11-2024,disputed,
INV00049,PRJ01905,Naija Faces Casting,Talent,9230859,24/04/2023,disputed,
INV02464,PRJ03831,OnDeck Production Staffing,Crew,32676452,15/05/2023,Pending,
INV09693,PRJ00416,Crew Connect NG,Crew,1745966,05 Jan 2025,Pd,
INV07617,PRJ02685,Mama Bisi Kitchen Services,Catering,10096603,02 Nov 2021,OVERDUE,
INV00009,PRJ01147,Crew Connect NG,Crew,7390497,2023-04-23,PAID,
INV04358,PRJ01003,Frame & Focus Equipment,Equipment Rental,2337157,22/07/2025,disputed,
INV05335,PRJ01122,Crew Connect NG,Crew,19080355,09/07/2023,OVERDUE,
INV06577,PRJ00813,Naija Locations Ltd,Location,3364065,22 Feb 2021,disputed,
INV02309,PRJ03844,NAIJA FACES CASTING,Talent,2438061,12 Feb 2022,paid,
INV06482,PRJ02580,Urban Set Scouts,Location,20428442,22 Sep 2023,pending,
INV04947,PRJ01408,urban set scouts,Location,9214653,16/10/2022,Overdue,
INV00828,PRJ00048,ONSET MEALS NG,Catering,56257276,21-02-2023,Pending,
INV02478,PRJ02167,OnDeck Production Staffing,Crew,36551386,14 Oct 2025,Pending,
INV03496,PRJ02599,Naija Faces Casting,Talent,743487,04/02/2023,PAID,
INV06788,PRJ03276,OnDeck Production Staffing,Crew,33512679,22-02-2023,pending,
INV05858,PRJ03402,OnDeck Production Staffing,Crew,57926155,2023-08-19,PAID,
INV07583,PRJ00154,ProGear Nigeria,Equipment Rental,4844223,2022-12-24,Paid,
INV08143,PRJ01205,Reel Edit Studios,Post-Production,28382234,15/04/2022,Overdue,
INV05288,PRJ03653,Mama Bisi Kitchen Services,Catering,19488454,23-06-2025,pending,
INV01693,PRJ01720,Mama Bisi Kitchen Services,Catering,6512208,20/09/2024,PAID,
INV04984,PRJ00814,ProGear Nigeria,Equipment Rental,9925745,2021-10-23,Disputed,
INV01489,PRJ03885,Reel Edit Studios,Post-Production,5380488,12-11-2025,Overdue,
INV01158,PRJ00627,Stagehand Talent Agency,Talent,74847170,28-01-2025,Disputed,
INV05585,PRJ01592,Chop Life Catering,Catering,1027835,07-08-2025,paid,
INV07658,PRJ03279,OnDeck Production Staffing,Crew,5700906,05 Mar 2024,disputed,
INV00579,PRJ03496,Naija Faces Casting,Talent,48760009,2025-04-06,OVERDUE,
INV03488,PRJ00834,Lagos Grip & Lighting Co,Equipment Rental,17416235,27 Feb 2023,Overdue,
INV09627,PRJ01468,Coastline Property Services,Location,18857821,2024-09-12,Overdue,
INV01073,PRJ00030,Reel Edit Studios,Post-Production,16912174,12 Feb 2023,pending,
INV09659,PRJ01997,OnSet Meals NG,Catering,2981004,15-11-2024,Pd,
INV00441,PRJ01894,Stagehand Talent Agency,Talent,20733972,20/10/2022,disputed,
INV07523,PRJ00012,PROGEAR NIGERIA,Equipment Rental,2621565,14 Aug 2025,pending,
INV01637,PRJ01569,CHOP LIFE CATERING,Catering,16594752,12/07/2022,pending,
INV02540,PRJ01809,Stagehand Talent Agency,Talent,13477419,25/01/2025,PAID,
INV06521,PRJ03589,Stagehand Talent Agency,Talent,12457384,01-01-2022,pending,
INV05680,PRJ00766,Urban Set Scouts,Location,37209220,2023-07-14,Pending,
INV02538,PRJ01999,urban set scouts,Location,829317,06/02/2022,PAID,
INV08566,PRJ01024,NAIJA FACES CASTING,Talent,58255956,16-11-2022,paid,
INV07125,PRJ01329,Urban Set Scouts,Location,4526940,13 May 2021,Disputed,
INV03751,PRJ03414,Naija Faces Casting,Talent,34265978,2022-11-01,Overdue,
INV05942,PRJ01128,ONSET MEALS NG,Catering,1064849,26-01-2023,paid,
INV05700,PRJ00872,OnDeck Production Staffing,Crew,29336574,2025-07-23,Pending,
INV00224,PRJ03369,Naija Faces Casting,Talent,27355363,22/08/2023,PAID,
INV05767,PRJ03160,progear nigeria,Equipment Rental,14352846,24 Jan 2023,Paid,
INV05886,PRJ02161,Naija Locations Ltd,Location,26790562,25 Oct 2023,Pd,
INV01112,PRJ01183,Naija Locations Ltd,Location,1496265,04-07-2024,disputed,
INV02679,PRJ01525,ColourGrade Lagos,Post-Production,3543091,22 May 2021,OVERDUE,
INV01927,PRJ00091,OnDeck Production Staffing,Crew,8077339,12 Oct 2022,Pending,
INV03445,PRJ01006,OnDeck Production Staffing,Crew,2720252,27-02-2022,pending,
INV03991,PRJ02224,Naija Faces Casting,Talent,33574228,2021-07-10,Paid,
INV02999,PRJ01873,chop life catering,Catering,21894345,19 Sep 2023,disputed,
INV05438,PRJ02180,Naija Faces Casting,Talent,25077924,27 Jul 2021,Pd,
INV06242,PRJ02064,Crew Connect NG,Crew,20067520,26/10/2025,PAID,
INV06405,PRJ01927,NAIJA FACES CASTING,Talent,31135708,07 Dec 2024,paid,
INV04083,PRJ02816,URBAN SET SCOUTS,Location,26404252,22/09/2021,Disputed,
INV00122,PRJ02411,Urban Set Scouts,Location,6782343,07-02-2021,Pd,
INV03578,PRJ03027,Lagos Grip & Lighting Co,Equipment Rental,35048856,25-05-2022,disputed,
INV04507,PRJ02954,crew connect ng,Crew,647147,12/04/2022,OVERDUE,
INV06870,PRJ02950,Crew Connect NG,Crew,37338820,15-07-2024,disputed,
INV04020,PRJ02933,Frame & Focus Equipment,Equipment Rental,15612011,25/09/2021,paid,
INV05402,PRJ01636,Crew Connect NG,Crew,10124948,15-01-2022,OVERDUE,
INV07955,PRJ00575,Coastline Property Services,Location,24739221,15/02/2024,Disputed,
INV02479,PRJ02167,ColourGrade Lagos,Post-Production,43168313,2022-01-08,OVERDUE,
INV04633,PRJ02598,reel edit studios,Post-Production,11235794,11-03-2022,PAID,
INV07321,PRJ00311,ColourGrade Lagos,Post-Production,1259066,2024-10-09,paid,
INV01709,PRJ03101,Crewnnect,Crew,6687649,19-03-2022,Paid,
INV01601,PRJ01242,colourgrade lagos,Post-Production,9575447,13 May 2023,Pd,
INV00699,PRJ03119,Mama Bisi Kitchen Services,Catering,19728461,16/09/2024,OVERDUE,
INV08027,PRJ01277,Redline Camera Rentals,Equipment Rental,3652175,05-11-2021,paid,
INV07249,PRJ02397,Coastline Property Services,Location,14558468,2022-04-24,pending,
INV07269,PRJ01516,COLOURGRADE LAGOS,Post-Production,559183,13/09/2021,pending,
INV06489,PRJ03732,ProGear Nigeria,Equipment Rental,43744308,2024-12-06,Paid,
INV02386,PRJ00578,Stagehand Talent Agency,Talent,8394239,07/04/2021,disputed,
INV04305,PRJ01735,OnDeck Production Staffing,Crew,9316533,2025-11-06,Disputed,
INV08637,PRJ00088,Stagehand Talent Agency,Talent,33606866,2025-05-07,Paid,
INV03775,PRJ01056,ColourGrade Lagos,Post-Production,26683904,02-12-2025,PAID,
INV02347,PRJ02186,REEL EDIT STUDIOS,Post-Production,46873036,11 Mar 2025,Overdue,
INV00032,PRJ03145,Stagehand Talent Agency,Talent,3119969,2025-02-17,Disputed,
INV00756,PRJ00958,SoundWave Post NG,Post-Production,15112713,2024-03-21,PAID,
INV07890,PRJ02905,Frame & Focus Equipment,Equipment Rental,13283123,05 Feb 2021,paid,
INV09092,PRJ02742,Crew Connect NG,Crew,31053768,2024-04-17,Overdue,
INV00341,PRJ02121,Frame & Focus Equipment,Equipment Rental,3739819,2021-01-20,Overdue,
INV01721,PRJ02597,ProGear Nigeria,Equipment Rental,2770772,21-02-2021,disputed,
INV05075,PRJ01359,Crew Connect NG,Crew,12085795,22 Dec 2024,Overdue,
INV05725,PRJ02904,FRAME & FOCUS EQUIPMENT,Equipment Rental,28720237,27 Apr 2023,disputed,
INV00569,PRJ00209,FRAME & FOCUS EQUIPMENT,Equipment Rental,16813659,16 Jun 2025,disputed,
INV04225,PRJ03779,SoundWave Post NG,Post-Production,22300420,28-03-2025,Pd,
INV01827,PRJ03236,redline camera rentals,Equipment Rental,4329461,2021-04-10,pending,
INV07310,PRJ01297,PROGEAR NIGERIA,Equipment Rental,5729136,28-11-2025,OVERDUE,
INV00463,PRJ01388,Coastline Property Services,Location,12712965,22/05/2021,PAID,
INV05897,PRJ03054,colourgrade lagos,Post-Production,"NGN 11,853,427",12 Nov 2025,Pd,
INV00468,PRJ02943,Naija Faces Casting,Talent,36995841,2022-08-27,Disputed,
INV01142,PRJ00015,urban set scouts,Location,13656973,28/11/2022,Pending,
INV04837,PRJ01017,ProGear Nigeria,Equipment Rental,616870,2023-02-12,PAID,
INV00905,PRJ00484,ONSET MEALS NG,Catering,"NGN 1,874,823",14/06/2025,Overdue,
INV05716,PRJ03043,Reel Edit Studios,Post-Production,35890010,2024-05-23,Disputed,
INV03870,PRJ02115,ColourGrade Lagos,Post-Production,19483,20/02/2023,Paid,
INV09345,PRJ02520,Naija Locations Ltd,Location,9660624,05 Oct 2022,PAID,
INV05140,PRJ00572,Coastline Property Services,Location,22970564,26-05-2023,Pending,
INV05147,PRJ01854,URBAN SET SCOUTS,Location,"NGN 32,859,585",08 Sep 2024,OVERDUE,
INV00499,PRJ01430,Naija Locations Ltd,Location,286548,16 Mar 2023,PAID,
INV06257,PRJ03519,stagehand talent agency,Talent,8863520,20-12-2023,Disputed,
INV09454,PRJ02821,redline camera rentals,Equipment Rental,12689027,2022-05-26,PAID,
INV02519,PRJ03984,Stagehand Talent Agency,Talent,21830042,01 Sep 2025,Pd,
INV09381,PRJ01201,Urban Set Scouts,Location,7861200,05 Apr 2023,Disputed,
INV06947,PRJ01829,Redline Camera Rentals,Equipment Rental,9572072,19-11-2024,Paid,
INV04403,PRJ00305,Crewnnect,Crew,61733547,2021-07-01,PAID,
INV09198,PRJ00233,Reel Edit Studios,Post-Production,31632509,13/11/2023,Disputed,
INV06061,PRJ01380,Crew Connect NG,Crew,2181961,2025-04-24,Disputed,
INV09461,PRJ00460,stagehand talent agency,Talent,1987255,2021-08-07,disputed,
INV02222,PRJ00227,Coastline Property Services,Location,11718616,2025-01-13,OVERDUE,
INV00229,PRJ02887,ProGear Nigeria,Equipment Rental,11645214,20/10/2024,Disputed,
INV05586,PRJ02557,STAGEHAND TALENT AGENCY,Talent,40656451,20 Oct 2023,Pending,
INV02184,PRJ01581,Coastline Property Services,Location,8660232,15/05/2022,disputed,
INV05263,PRJ01014,OnSet Meals,Catering,901754,23 Mar 2024,Disputed,
INV01410,PRJ01164,Crew Connect NG,Crew,9875880,28/09/2021,disputed,
INV00420,PRJ01231,Stagehand Talent Agency,Talent,13288191,17 May 2022,OVERDUE,
INV06371,PRJ03912,Coastline Property Services,Location,90166343,16-03-2022,OVERDUE,
INV03723,PRJ00783,Naija Faces Casting,Talent,2033903,11/08/2024,Disputed,
INV06432,PRJ03825,Frame & Focus Equipment,Equipment Rental,2615673,01-10-2023,OVERDUE,
INV04449,PRJ02584,MAMA BISI KITCHEN SERVICES,Catering,6484567,09 Nov 2021,Pd,
INV06696,PRJ03301,URBAN SET SCOUTS,Location,4429298,09/04/2021,OVERDUE,
INV07724,PRJ01619,Lagos Grip & Lighting Co,Equipment Rental,41074225,20-07-2025,OVERDUE,
INV06162,PRJ03552,STAGEHAND TALENT AGENCY,Talent,24963687,2021-12-08,pending,
INV01694,PRJ01720,Frame & Focus Equipment,Equipment Rental,30537391,16 Dec 2022,Overdue,
INV02897,PRJ02196,Naija Faces Casting,Talent,13189625,09 Mar 2021,Paid,
INV08054,PRJ01779,Naija Faces Casting,Talent,727886,11 Mar 2023,Pending,
INV06534,PRJ02331,lagos grip & lighting co,Equipment Rental,8886034,18 Feb 2023,disputed,
INV08948,PRJ01474,Lagos Grip & Lighting Co,Equipment Rental,36629619,2022-07-09,disputed,
INV04191,PRJ03169,ColourGrade Lagos,Post-Production,10486777,24/01/2024,Pd,
INV03346,PRJ03842,ColourGrade Lagos,Post-Production,32539768,2023-12-18,Paid,
INV01980,PRJ03497,Coastline Property Services,Location,31506345,26-10-2021,Overdue,
INV00628,PRJ03558,OnSet Meals NG,Catering,20996338,26-02-2023,paid,
INV09337,PRJ01041,Reel Edit Studios,Post-Production,19564353,16/06/2023,Paid,
INV01599,PRJ01242,ONDECK PRODUCTION STAFFING,Crew,38587741,12 Jun 2023,Paid,
INV03231,PRJ02575,OnDeck Production Staffing,Crew,6572581,2022-08-22,paid,
INV05425,PRJ00215,Stagehand Talent Agency,Talent,44489937,06 Nov 2025,Disputed,
INV00390,PRJ03185,Naija Locations Ltd,Location,10926876,21-08-2025,Disputed,
INV08803,PRJ00216,ProGear Nigeria,Equipment Rental,3753786,25-02-2021,OVERDUE,
INV05971,PRJ00383,OnDeck Production Staffing,Crew,1918840,2023-11-15,paid,
INV00751,PRJ02430,Stagehand Talent Agency,Talent,7690020,15-01-2024,disputed,
INV04095,PRJ00482,Stagehand Talent Agency,Talent,40741653,2021-04-10,Pending,
INV06622,PRJ00734,Redline Camera Rentals,Equipment Rental,2682112,08-06-2025,OVERDUE,
INV02463,PRJ01646,Chop Life Catering,Catering,7360391,13 Dec 2022,disputed,
INV05907,PRJ03623,Chop Life Catering,Catering,10161203,28/02/2024,Disputed,
INV01202,PRJ01263,CHOP LIFE CATERING,Catering,23597433,21-01-2021,Overdue,
INV09399,PRJ03571,Stagehand Talent Agency,Talent,3316863,09-06-2021,Overdue,
INV08319,PRJ03152,Naija Locations Ltd,Location,31751260,05-07-2022,paid,
INV01258,PRJ01283,Mama Bisi Kitchen Services,Catering,18862211,28 Aug 2024,paid,
INV09709,PRJ01862,ColourGrade Lagos,Post-Production,36328229,22 Jul 2022,pending,
INV06854,PRJ02733,Mama Bisi Kitchen Services,Catering,287995,19/05/2024,Overdue,
INV09698,PRJ00416,Stagehand Talent Agency,Talent,8979485,04 Dec 2025,Pd,
INV01785,PRJ02454,Crew Connect NG,Crew,843306,06 May 2021,Overdue,
INV02527,PRJ02242,Lagos Grip & Lighting Co,Equipment Rental,5615054,27-10-2025,Paid,
INV02216,PRJ03712,Crew Connect NG,Crew,6295764,12-11-2025,Paid,
INV09125,PRJ02360,Mama Bisi Kitchen Services,Catering,21337259,15/01/2021,Paid,
INV05465,PRJ01541,OnDeck Production Staffing,Crew,21026128,23/05/2021,Disputed,
INV04492,PRJ00614,soundwave post ng,Post-Production,24460912,2023-04-16,Pending,
INV01379,PRJ00662,Frame & Focus Equipment,Equipment Rental,7972534,2025-04-14,PAID,
INV02743,PRJ01141,Reel Edit Studios,Post-Production,16069172,28 Nov 2025,pending,
INV08135,PRJ03789,Mama Bisi Kitchen Services,Catering,786131,2023-01-28,paid,
INV08186,PRJ02145,naija locations ltd,Location,12800702,09-10-2023,OVERDUE,
INV05074,PRJ01359,Mama Bisi Kitchen Services,Catering,"NGN 41,266,679",22 Jan 2025,Pending,
INV01974,PRJ02200,Lagos Grip & Lighting Co,Equipment Rental,17377530,2024-03-20,Pending,
INV04166,PRJ03808,Chop Life Catering,Catering,13079421,01-03-2021,Pd,
INV04805,PRJ01412,SoundWave Post,Post-Production,7038143,28-12-2025,Pending,
INV01673,PRJ01618,Redline Camera Rentals,Equipment Rental,5277561,05/05/2021,paid,
INV07390,PRJ01232,OnDeck Production Staffing,Crew,17876464,14-05-2022,pending,
INV06147,PRJ00022,Mama Bisi Kitchen Services,Catering,22486018,04-06-2025,Paid,
INV02204,PRJ01858,Mama Bisi Kitchen Services,Catering,14917834,09 Oct 2021,disputed,
INV08575,PRJ03968,Urban Set Scouts,Location,1160572,2023-01-03,OVERDUE,
INV06447,PRJ02910,Redline Camera Rentals,Equipment Rental,22239794,02-01-2021,Paid,
INV01078,PRJ02775,Urban Set Scouts,Location,21555587,20-03-2021,Disputed,
INV08621,PRJ02333,Naija Faces Casting,Talent,7626493,10-08-2021,OVERDUE,
INV03058,PRJ03308,OnSet Meals NG,Catering,"NGN 2,438,426",21-01-2025,paid,
INV09521,PRJ01465,Mama Bisi Kitchen Services,Catering,28862347,28/07/2022,Paid,
INV02974,PRJ03753,Stagehand Talent Agency,Talent,21851794,2021-02-06,disputed,
INV08505,PRJ03998,Chop Life Catering,Catering,1471232,08-04-2023,paid,
INV01995,PRJ02232,SoundWave Post NG,Post-Production,17519955,2024-09-24,Disputed,
INV02053,PRJ00496,colourgrade lagos,Post-Production,1083093,2023-11-01,PAID,
INV06527,PRJ03694,Stagehand Talent Agency,Talent,667383,25/12/2023,paid,
INV02337,PRJ02620,SoundWave Post NG,Post-Production,16446440,2024-05-25,Paid,
INV03398,PRJ01620,Stagehand Talent Agency,Talent,6266045,2024-01-15,Disputed,
INV01216,PRJ02986,Naija Faces Casting,Talent,2001066,28/10/2021,Pending,
INV09057,PRJ01131,Chop Life Catering,Catering,2168769,2022-03-16,Pd,
INV03627,PRJ03208,OnDeck Production Staffing,Crew,7660690,14/01/2025,OVERDUE,
INV04977,PRJ03695,OnDeck Production Staffing,Crew,7063229,04-01-2024,PAID,
INV07421,PRJ03610,OnSet Meals NG,Catering,2587647,2024-01-27,Overdue,
INV02762,PRJ02744,Naija Locations,Location,9228226,03 Mar 2024,Pending,
INV07497,PRJ01429,Reel Edit Studios,Post-Production,8044568,18 May 2024,paid,
INV04769,PRJ03517,Frame & Focus Equipment,Equipment Rental,51041603,21 Dec 2023,Overdue,
INV03606,PRJ03108,naija faces casting,Talent,11992950,21-03-2021,pending,
INV04371,PRJ01653,Crew Connect NG,Crew,17739530,2024-07-01,OVERDUE,
INV02049,PRJ02389,Naija Faces Casting,Talent,12045990,2023-11-08,OVERDUE,
INV05711,PRJ00196,Lagos Grip & Lighting Co,Equipment Rental,56030403,02 Jan 2021,Disputed,
INV00566,PRJ01511,REDLINE CAMERA RENTALS,Equipment Rental,14480266,14-06-2022,OVERDUE,
INV05459,PRJ00979,chop life catering,Catering,14003525,2024-05-02,Overdue,
INV05589,PRJ02557,SoundWave Post,Post-Production,17145490,03-05-2025,OVERDUE,
INV07127,PRJ02065,Chop Life Catering,Catering,17815095,11 Feb 2021,OVERDUE,
INV06182,PRJ03368,OnSet Meals NG,Catering,2795692,04 Apr 2024,OVERDUE,
INV07290,PRJ00110,SoundWave Post NG,Post-Production,"NGN 21,153,286",15-05-2023,Disputed,
INV01769,PRJ00716,NAIJA LOCATIONS LTD,Location,23356549,10-11-2022,Pending,
INV09769,PRJ09999,Coastline Property Services,Location,31375916,28 Oct 2021,pending,
INV05969,PRJ02459,OnDeck Production Staffing,Crew,1155941,05/12/2025,PAID,
INV02964,PRJ03050,OnDeck Production Staffing,Crew,24019272,2024-07-06,Paid,
INV07730,PRJ00310,OnSet Meals NG,Catering,14836020,2025-06-10,disputed,
INV08189,PRJ02291,lagos grip & lighting co,Equipment Rental,36741872,01-04-2021,disputed,
INV05529,PRJ00002,Redline Camera Rentals,Equipment Rental,19887168,2023-04-13,OVERDUE,
INV01261,PRJ01283,Mama Bisi Kitchen Services,Catering,30301739,08 May 2021,PAID,
INV06278,PRJ03726,OnDeck Production Staffing,Crew,1631419,12-04-2022,Overdue,
INV03763,PRJ01326,SOUNDWAVE POST NG,Post-Production,3100463,06 May 2024,Pd,
INV01132,PRJ03329,Urban Set Scouts,Location,23921410,22-10-2022,Overdue,
INV05338,PRJ02437,Coastline Property Services,Location,22426700,09 Feb 2025,PAID,
INV04410,PRJ00557,CREW CONNECT NG,Crew,19943,2023-09-07,Pending,
INV02368,PRJ00710,naija faces casting,Talent,"NGN 10,994,825",12/05/2023,Paid,
INV00712,PRJ03725,OnDeck Production Staffing,Crew,17936122,06/07/2021,pending,
INV06160,PRJ01065,ColourGrade Lagos,Post-Production,22374588,03/09/2022,disputed,
INV02084,PRJ01020,ProGear Nigeria,Equipment Rental,8635210,19/08/2024,paid,
INV03242,PRJ02841,Chop Life Catering,Catering,11565415,18/01/2023,disputed,
INV08712,PRJ02502,Redline Camera Rentals,Equipment Rental,17971370,06 Jun 2023,Disputed,
INV07916,PRJ01656,ondeck production staffing,Crew,71230038,2022-06-23,pending,
INV02786,PRJ01931,Urban Set Scouts,Location,20226601,18-04-2023,pending,
INV03285,PRJ02438,OnSet Meals,Catering,17412286,2022-11-11,pending,
INV05366,PRJ00542,Frame & Focus Equipment,Equipment Rental,25622342,2021-05-02,Paid,
INV09085,PRJ02132,OnSet Meals NG,Catering,49989151,15-05-2022,Disputed,
INV04604,PRJ00787,COLOURGRADE LAGOS,Post-Production,19327170,27/08/2025,PAID,
INV08960,PRJ01153,OnSet Meals NG,Catering,6235758,28-05-2025,Paid,
INV05113,PRJ02760,Naija Faces Casting,Talent,23408132,2021-02-20,Disputed,
INV06613,PRJ03530,Naija Faces Casting,Talent,585979,26/12/2022,Pending,
INV06563,PRJ00332,Reel Edit Studios,Post-Production,19084261,18-12-2021,Paid,
