record_id,student_id,module_code,exam_sitting_date,official_exam_score,verified_by
EXB02128,NLI-09993,ME101,2020-12-28,31,Dr. Adekunle Bello
EXB01376,NLI-112266,ME501,19-12-2024,49,Dr. Adekunle Bello
EXB01820,139172,EE401,2023-03-25,46,PROF. NGOZI EZE
EXB02496,NLI195845,ST401,2024-03-14,58,Dr. Adekunle Bello
EXB00532,NLI-75538,MT301,03/07/2020,38,Dr. Adekunle Bello
EXB00146,102997,DS201,26/11/2019,,Dr Fatima Yusuf
EXB01568,NLI-62223,IT401,2023-12-23,35,dr. samuel okoro
EXB02527,NLI-88449,DS401,16-01-2020,45,Dr. Adekunle Bello
EXB01246,NLI-137043,EN101,13-06-2019,49,Dr Fatima Yusuf
EXB01095,NLI-70906,ME201,08-12-2023,64,Dr Fatima Yusuf
EXB02565,NLI-195467,IT501,27-02-2019,80,prof. chika nwosu
EXB00635,NLI171834,ST101,10/10/2020,93,Dr Fatima Yusuf
EXB01427,NLI196758,CS401,2022-08-14,79,PROF. NGOZI EZE
EXB01705,nli-129098,MT401,2022-03-14,47,prof. chika nwosu
EXB01240,NLI-194768,EC301,2022-04-08,61,Dr Fatima Yusuf
EXB01062,nli-18854,EC301,04-06-2021,99,dr. samuel okoro
EXB00953,NLI-50881,ST301,11/08/2021,46,dr. samuel okoro
EXB01398,NLI-15139,MT301,09/09/2024,100,PROF. NGOZI EZE
EXB01032,NLI132304,ME301,2022-10-02,,prof. chika nwosu
EXB01290,65227,ST401,01-01-2022,,Dr. Adekunle Bello
EXB00682,NLI127537,EC501,20-12-2021,,prof. chika nwosu
EXB02299,nli-09950,ST401,2020-01-26,20,Dr. Adekunle Bello
EXB01834,nli-156275,EE301,02/02/2020,22,prof. chika nwosu
EXB01022,NLI61628,ME401,13/12/2021,43,PROF. NGOZI EZE
EXB01981,114452,EC101,09-12-2019,44,prof. chika nwosu
EXB02472,NLI-20956,EN501,2023-10-17,56,Dr. Adekunle Bello
EXB01969,95801,PH501,24/04/2021,88,PROF. NGOZI EZE
EXB01982,NLI-14517,IT201,2023-03-28,82,prof. chika nwosu
EXB01736,NLI-190802,DS401,15-11-2021,82,Dr Fatima Yusuf
EXB02571,nli-71414,DS101,27/09/2022,107,Dr. Adekunle Bello
EXB01483,NLI65032,ST201,2024-09-12,,PROF. NGOZI EZE
EXB02430,NLI-166799,ME401,17-01-2020,82,dr. samuel okoro
EXB00247,NLI-137191,EE201,2023-07-05,57,dr. samuel okoro
EXB00536,NLI-131945,ST201,2019-06-26,64,prof. chika nwosu
EXB00226,NLI139989,MT301,20/03/2020,78,Dr. Adekunle Bello
EXB02392,142361,DS501,12-11-2019,94,prof. chika nwosu
EXB01407,nli-50504,EN201,2022-02-24,,prof. chika nwosu
EXB01648,NLI119034,IT101,01/09/2020,80,PROF. NGOZI EZE
EXB01121,NLI-64669,EE101,25-10-2024,48,PROF. NGOZI EZE
EXB02446,NLI108633,IT101,25-09-2021,32,Dr. Adekunle Bello
EXB00466,NLI-24623,DS201,2020-11-24,60,Dr Fatima Yusuf
EXB01215,NLI-164756,EE201,27-07-2023,,Dr. Adekunle Bello
EXB01874,144962,EN101,12-10-2022,98,prof. chika nwosu
EXB01131,nli-141771,CS501,23-06-2021,45,Dr. Adekunle Bello
EXB00605,nli-75219,IT101,2024-10-19,86,dr. samuel okoro
EXB00447,nli-178344,MT201,2022-01-14,97,Dr Fatima Yusuf
EXB00310,NLI-146353,EC201,05/08/2020,97,dr. samuel okoro
EXB02248,NLI-179273,EE101,24/01/2024,89,PROF. NGOZI EZE
EXB02548,nli-53923,CS401,15-03-2023,40,PROF. NGOZI EZE
EXB02225,NLI-71561,EC101,07/09/2021,26,Dr Fatima Yusuf
EXB00241,NLI-29444,IT501,2024-02-02,86,Dr Fatima Yusuf
EXB02454,NLI133246,ST101,14-11-2021,59,Dr. Adekunle Bello
EXB02524,NLI-129432,PH501,05/07/2022,85,prof. chika nwosu
EXB02499,NLI-113133,CS301,2019-12-08,94,Dr. Adekunle Bello
EXB00867,55162,EC301,12-05-2024,21,prof. chika nwosu
EXB00758,NLI-48986,ME301,13-02-2023,94,prof. chika nwosu
EXB01754,NLI175150,EN301,2024-06-08,45,Dr Fatima Yusuf
EXB00073,NLI-71131,DS501,02-01-2024,30,Dr. Adekunle Bello
EXB01141,NLI-178723,PH101,2020-08-17,51,Dr Fatima Yusuf
EXB00931,NLI91303,IT501,09-10-2019,63,Dr. Adekunle Bello
EXB00223,123952,EC401,20/02/2022,96,Dr Fatima Yusuf
EXB02426,NLI-125448,MT501,20/08/2022,37,Dr. Adekunle Bello
EXB01149,NLI162213,MT401,04/09/2021,78,PROF. NGOZI EZE
EXB02169,NLI72111,ST401,02-09-2020,,dr. samuel okoro
EXB00533,53042,MT101,09-11-2020,34,Dr Fatima Yusuf
EXB00657,NLI-163927,PH401,13-07-2024,92,Dr Fatima Yusuf
EXB00251,NLI-35708,MT101,28-07-2022,20,PROF. NGOZI EZE
EXB00136,NLI78460,DS101,08-01-2019,43,Dr Fatima Yusuf
EXB00276,NLI-74919,EN501,2019-12-19,29,PROF. NGOZI EZE
EXB00044,nli-137073,ST101,24-12-2022,92,PROF. NGOZI EZE
EXB01447,61254,ST201,07-02-2021,83,Dr Fatima Yusuf
EXB00061,NLI-53914,CS501,2023-10-24,29,dr. samuel okoro
EXB00367,90551,EN101,2019-12-20,30,Dr Fatima Yusuf
EXB01248,nli-166118,ME201,19-08-2019,36,PROF. NGOZI EZE
EXB02504,NLI19721,ST501,26-01-2022,60,Dr. Adekunle Bello
EXB00838,NLI-92606,ME101,26/12/2023,60,dr. samuel okoro
EXB01913,NLI169751,EN501,2021-12-21,80,Dr Fatima Yusuf
EXB00507,nli-103452,DS501,21-03-2023,94,dr. samuel okoro
EXB01696,NLI123285,ST201,24/07/2022,95,PROF. NGOZI EZE
EXB02201,NLI-98950,DS401,27/10/2024,25,PROF. NGOZI EZE
EXB01512,NLI40518,EE301,2022-07-08,98,Dr Fatima Yusuf
EXB00439,NLI144458,EE201,20/02/2019,101,Dr Fatima Yusuf
EXB00612,NLI-24319,EN301,2022-07-28,62,Dr Fatima Yusuf
EXB02395,NLI-09552,MT501,2023-03-09,58,prof. chika nwosu
EXB01685,NLI32619,EN301,24/10/2024,86,Dr. Adekunle Bello
EXB01254,nli-142916,IT401,2021-03-28,49,prof. chika nwosu
EXB02094,NLI48879,PH201,21-12-2023,72,PROF. NGOZI EZE
EXB01590,127423,MT401,2019-10-24,68,Dr Fatima Yusuf
EXB00672,NLI-131954,DS301,2023-11-27,114,Dr Fatima Yusuf
EXB02081,NLI21967,ST101,2022-05-10,92,prof. chika nwosu
EXB00786,nli-128913,ME101,24-12-2021,91,Dr Fatima Yusuf
EXB02378,NLI84476,DS101,06-08-2023,35,dr. samuel okoro
EXB01664,nli-14834,EN301,07/06/2022,30,Dr Fatima Yusuf
EXB01536,NLI-89795,EC401,2021-10-03,,prof. chika nwosu
EXB00272,NLI77266,DS401,10/07/2021,56,prof. chika nwosu
EXB00284,NLI95878,ST401,2021-08-02,75,prof. chika nwosu
EXB01829,nli-26777,DS501,04-02-2020,81,dr. samuel okoro
EXB00748,NLI178580,EC501,2020-10-13,46,dr. samuel okoro
EXB01474,NLI-187890,IT401,06-09-2023,74,Dr. Adekunle Bello
EXB00049,NLI-132646,MT101,2022-03-08,87,Dr. Adekunle Bello
EXB02394,NLI-129711,DS401,27/02/2024,33,prof. chika nwosu
EXB01105,nli-119384,DS401,12-11-2023,58,dr. samuel okoro
EXB00183,86405,DS501,2023-01-25,100,prof. chika nwosu
EXB00036,NLI177378,EN501,09-11-2021,21,dr. samuel okoro
EXB02529,NLI-18734,ST501,04/05/2019,96,PROF. NGOZI EZE
EXB01549,NLI-148899,CS501,2022-06-23,43,Dr Fatima Yusuf
EXB01907,NLI-145861,EE401,14-11-2023,85,Dr Fatima Yusuf
EXB00593,NLI-174120,EC201,05/01/2023,,prof. chika nwosu
EXB01300,NLI-154770,EC301,2023-11-11,91,Dr Fatima Yusuf
EXB00345,NLI-58100,EE401,24/03/2020,48,dr. samuel okoro
EXB01761,nli-120404,PH301,23/11/2024,48,dr. samuel okoro
EXB01156,NLI120429,CS501,06/04/2021,33,Dr. Adekunle Bello
EXB02078,NLI-199901,ST101,13-11-2021,45,Dr Fatima Yusuf
EXB00899,NLI140670,DS301,17/11/2020,47,PROF. NGOZI EZE
EXB01962,32957,IT101,2020-02-21,50,dr. samuel okoro
EXB00554,NLI188600,IT401,25/02/2019,22,Dr. Adekunle Bello
EXB01872,nli-70328,ME201,2019-05-06,69,Dr Fatima Yusuf
EXB00676,167522,ME501,2023-05-18,60,Dr. Adekunle Bello
EXB00322,134870,PH501,2019-04-19,92,prof. chika nwosu
EXB02045,50234,MT201,2022-11-16,39,prof. chika nwosu
EXB02229,NLI-50402,MT201,2021-02-08,88,prof. chika nwosu
EXB00261,02902,DS401,24/07/2022,57,prof. chika nwosu
EXB01020,NLI-140416,PH101,07-03-2022,68,Dr. Adekunle Bello
EXB02159,NLI-100488,MT401,11/07/2024,92,dr. samuel okoro
EXB00517,NLI169241,EE201,2024-07-09,84,PROF. NGOZI EZE
EXB01841,44760,EE201,05-06-2022,92,PROF. NGOZI EZE
EXB00341,87783,IT401,06/01/2023,86,dr. samuel okoro
EXB01936,NLI-85784,EE401,14-02-2022,,dr. samuel okoro
EXB01086,nli-131303,ST501,27/07/2020,60,dr. samuel okoro
EXB00406,NLI-183055,MT401,06-02-2023,70,PROF. NGOZI EZE
EXB02052,106274,EC301,02/04/2019,72,PROF. NGOZI EZE
EXB00236,nli-17992,PH501,2021-02-24,55,PROF. NGOZI EZE
EXB01325,NLI-180422,EN401,05-06-2023,53,Dr Fatima Yusuf
EXB00845,NLI-117838,IT201,16/07/2020,34,Dr. Adekunle Bello
EXB02079,NLI-101236,EC101,10/06/2024,92,dr. samuel okoro
EXB01606,NLI36323,DS301,2021-11-21,31,Dr Fatima Yusuf
EXB01835,NLI-199179,EE401,27-05-2022,63,prof. chika nwosu
EXB01652,NLI-76889,EN201,22/12/2022,32,Dr. Adekunle Bello
EXB01134,NLI182270,ST201,03-05-2023,0,Dr Fatima Yusuf
EXB02135,NLI-120124,CS201,2023-08-26,46,Dr Fatima Yusuf
EXB00399,NLI34564,ME101,27/01/2023,68,Dr. Adekunle Bello
EXB00684,62391,DS501,2019-05-23,96,PROF. NGOZI EZE
EXB02378,NLI84476,DS101,06-08-2023,35,dr. samuel okoro
EXB02205,111637,PH301,2024-08-28,40,dr. samuel okoro
EXB00549,NLI-50355,MT501,2019-11-21,74,Dr. Adekunle Bello
EXB00010,NLI-173965,EC101,2023-03-08,18,Dr. Adekunle Bello
EXB01167,NLI177616,EE101,06/05/2024,78,prof. chika nwosu
EXB00647,NLI13903,ST101,23-05-2024,23,prof. chika nwosu
EXB01166,NLI48363,CS101,22-03-2024,44,dr. samuel okoro
EXB00940,NLI120443,EE101,2020-10-19,48,dr. samuel okoro
EXB01934,151624,DS201,2020-09-01,51,prof. chika nwosu
EXB02313,183003,IT101,01-06-2023,41,Dr. Adekunle Bello
EXB00543,nli-12562,DS401,2020-01-20,34,PROF. NGOZI EZE
EXB02109,NLI-153342,ST401,20/10/2023,93,Dr. Adekunle Bello
EXB00029,NLI05468,ME301,28/04/2022,21,Dr. Adekunle Bello
EXB02437,nli-86028,IT501,16/12/2022,25,dr. samuel okoro
EXB01906,NLI-85730,IT401,14/01/2021,30,prof. chika nwosu
EXB00242,NLI15976,DS501,16-10-2023,35,prof. chika nwosu
EXB00855,40263,ST101,2020-05-06,48,Dr Fatima Yusuf
EXB01885,nli-65211,EC401,26/02/2021,89,PROF. NGOZI EZE
EXB00509,NLI-17235,ME101,17-11-2019,46,Dr Fatima Yusuf
EXB01139,NLI-125918,ME501,2024-10-27,82,Dr Fatima Yusuf
EXB00967,10959,PH401,21/04/2021,89,Dr Fatima Yusuf
EXB02493,nli-128911,CS101,14-06-2019,59,PROF. NGOZI EZE
EXB00130,NLI-70399,ME401,2020-04-06,63,Dr Fatima Yusuf
EXB02043,04749,DS301,2022-02-22,,dr. samuel okoro
EXB02379,NLI-25898,IT501,2024-06-07,72,prof. chika nwosu
EXB00349,NLI175386,EE501,13/02/2020,78,PROF. NGOZI EZE
EXB01951,NLI-26878,MT101,2021-07-08,58,dr. samuel okoro
EXB01408,67757,EC201,2020-05-27,50,Dr. Adekunle Bello
EXB02103,74890,ME101,2024-01-22,38,dr. samuel okoro
EXB00765,NLI-113634,MT101,17-09-2019,75,Dr Fatima Yusuf
EXB00227,nli-24462,EC501,14/08/2024,85,Dr Fatima Yusuf
EXB02021,NLI-142133,DS101,02/11/2024,,Dr Fatima Yusuf
EXB02370,nli-149460,EN301,19/09/2021,65,PROF. NGOZI EZE
EXB02017,NLI-167493,EC301,21-10-2021,31,Dr. Adekunle Bello
EXB01114,88129,IT101,07/01/2020,118,Dr Fatima Yusuf
EXB00836,NLI-88127,DS101,13-11-2023,84,PROF. NGOZI EZE
EXB00615,NLI-160192,MT301,2023-03-10,63,prof. chika nwosu
EXB01731,83151,ST501,25-10-2023,61,dr. samuel okoro
EXB01163,NLI71822,IT501,2022-08-19,91,Dr Fatima Yusuf
EXB01355,nli-60196,DS301,2024-04-11,93,dr. samuel okoro
EXB01707,nli-06575,ME501,13-07-2022,74,PROF. NGOZI EZE
EXB01330,NLI-87122,PH401,2021-01-23,39,PROF. NGOZI EZE
EXB00316,NLI76569,CS501,2020-11-02,78,dr. samuel okoro
EXB01256,85050,EN301,02/06/2023,60,Dr Fatima Yusuf
EXB01278,NLI103612,EC201,19/05/2021,44,PROF. NGOZI EZE
EXB00801,nli-129506,EN301,23-09-2024,71,prof. chika nwosu
EXB02401,38423,CS101,2022-01-16,28,prof. chika nwosu
EXB00280,NLI56227,CS501,04/10/2021,43,dr. samuel okoro
EXB02467,79726,ME401,2022-05-26,,Dr Fatima Yusuf
EXB02106,135077,PH501,04/08/2024,60,Dr Fatima Yusuf
EXB01763,NLI54793,CS501,17-06-2023,92,prof. chika nwosu
EXB00262,NLI-109302,ME301,04-04-2024,68,Dr. Adekunle Bello
EXB01747,98415,EN201,21/10/2023,92,Dr. Adekunle Bello
EXB02487,NLI-106867,CS501,27-12-2022,85,PROF. NGOZI EZE
EXB02402,nli-108456,MT501,03-02-2019,43,Dr Fatima Yusuf
EXB01698,nli-177345,DS101,19/12/2022,56,PROF. NGOZI EZE
EXB00132,NLI-148274,CS101,19/10/2020,88,Dr. Adekunle Bello
EXB00133,NLI-99820,ME301,18/06/2019,73,Dr Fatima Yusuf
EXB02464,NLI-128092,ST101,16/01/2023,50,Dr. Adekunle Bello
EXB01323,NLI95636,MT501,11/10/2024,70,dr. samuel okoro
EXB00311,163022,ST301,20-11-2020,30,dr. samuel okoro
EXB01918,NLI86498,EN501,12-12-2024,60,PROF. NGOZI EZE
EXB02444,NLI-196530,EE401,07-02-2023,45,Dr Fatima Yusuf
EXB00123,nli-51057,DS501,15-07-2022,58,Dr Fatima Yusuf
EXB02222,NLI-99968,EC101,06/01/2020,52,dr. samuel okoro
EXB01531,NLI-108977,PH301,2021-02-14,63,PROF. NGOZI EZE
EXB01311,NLI139789,MT301,2022-01-16,77,PROF. NGOZI EZE
EXB00692,38140,ME401,28/08/2024,54,dr. samuel okoro
EXB02019,17217,DS301,2022-10-25,73,prof. chika nwosu
EXB02429,NLI-129897,ST501,2021-02-27,78,PROF. NGOZI EZE
EXB00680,89592,ME201,2021-01-21,25,PROF. NGOZI EZE
EXB01489,nli-147389,PH301,08/12/2020,79,prof. chika nwosu
EXB01790,155047,MT101,2021-08-17,96,Dr. Adekunle Bello
EXB00427,NLI-168392,ME401,25-09-2021,48,Dr. Adekunle Bello
EXB02146,nli-35754,ME101,2020-06-28,65,Dr Fatima Yusuf
EXB01970,nli-186821,DS101,2023-09-04,90,dr. samuel okoro
EXB00383,NLI29281,CS201,2023-04-24,33,Dr Fatima Yusuf
EXB02267,NLI-10830,DS101,22-02-2023,37,dr. samuel okoro
EXB01547,NLI-141416,PH201,09/06/2019,100,Dr Fatima Yusuf
EXB00474,32094,CS101,2019-12-09,-20,Dr Fatima Yusuf
EXB02197,NLI-176352,ME301,17/05/2020,59,prof. chika nwosu
EXB00783,NLI137140,EN201,16-10-2021,,Dr. Adekunle Bello
EXB01748,NLI-178051,MT401,2021-01-08,76,Dr Fatima Yusuf
EXB02188,nli-31223,DS101,2024-12-12,69,Dr Fatima Yusuf
EXB01430,177764,ME301,2020-01-20,33,PROF. NGOZI EZE
EXB02354,NLI-88804,ST101,2022-11-26,20,Dr Fatima Yusuf
EXB00832,NLI-134600,EC301,10/03/2023,87,prof. chika nwosu
EXB02273,NLI178177,ME201,14/04/2019,90,Dr Fatima Yusuf
EXB02039,NLI-60568,IT301,15/08/2021,93,Dr. Adekunle Bello
EXB02111,NLI89123,ST401,2023-09-18,45,PROF. NGOZI EZE
EXB02332,NLI-05518,ME301,05/05/2019,64,prof. chika nwosu
EXB00745,185740,ME201,08/04/2024,96,PROF. NGOZI EZE
EXB01438,NLI175073,PH401,2023-02-17,91,prof. chika nwosu
EXB00917,nli-184985,CS101,2024-02-12,88,Dr. Adekunle Bello
EXB01628,NLI25175,DS201,02/03/2019,82,Dr Fatima Yusuf
EXB01915,NLI-167149,DS401,24/02/2020,81,prof. chika nwosu
EXB00260,nli-06865,PH201,2023-06-11,78,prof. chika nwosu
EXB00370,nli-23734,EC401,2022-03-25,96,Dr Fatima Yusuf
EXB00319,NLI103572,CS101,23-02-2020,81,Dr. Adekunle Bello
EXB00510,06323,PH401,13/07/2023,94,PROF. NGOZI EZE
EXB02023,NLI04698,ST301,07/06/2023,69,dr. samuel okoro
EXB00271,NLI-185329,ST201,2024-02-11,67,Dr Fatima Yusuf
EXB02341,NLI-136020,CS301,17/12/2020,40,Dr Fatima Yusuf
EXB01822,NLI-14276,EN301,2020-06-09,48,prof. chika nwosu
EXB01085,NLI184733,CS501,11-10-2023,42,dr. samuel okoro
EXB01057,24030,EE201,28/07/2021,78,PROF. NGOZI EZE
EXB01927,NLI66284,PH201,05/03/2022,56,Dr. Adekunle Bello
EXB01630,NLI-18929,EE401,01/06/2023,68,PROF. NGOZI EZE
EXB00535,56215,PH101,18/03/2020,105,PROF. NGOZI EZE
EXB00055,NLI151237,IT101,2023-07-16,82,PROF. NGOZI EZE
EXB00188,nli-122894,EN401,26-01-2022,95,Dr. Adekunle Bello
EXB01144,NLI41073,PH101,2022-06-07,,prof. chika nwosu
EXB00078,84066,IT201,2022-04-03,58,Dr Fatima Yusuf
EXB01009,79382,EE301,21-06-2023,38,Dr Fatima Yusuf
EXB02372,NLI157739,EE301,2022-07-11,71,prof. chika nwosu
EXB00959,nli-88317,EE401,2021-05-14,61,dr. samuel okoro
EXB00144,NLI-13696,ME401,27/04/2023,30,PROF. NGOZI EZE
EXB00033,196302,MT301,22/02/2022,,Dr. Adekunle Bello
EXB00699,NLI-181791,ME401,2019-11-01,,Dr. Adekunle Bello
EXB02046,NLI55500,CS501,2024-07-03,93,Dr. Adekunle Bello
EXB00450,96940,ME301,2019-04-17,56,prof. chika nwosu
EXB01432,nli-63077,PH401,2021-05-27,77,dr. samuel okoro
EXB01021,nli-44756,PH201,11/12/2023,100,PROF. NGOZI EZE
EXB00384,nli-66207,MT501,2020-01-05,44,Dr. Adekunle Bello
EXB01972,nli-167286,PH501,2023-01-06,51,PROF. NGOZI EZE
EXB00713,NLI-124806,IT301,08/04/2019,61,Dr Fatima Yusuf
EXB01263,NLI-61689,EN201,2022-01-01,,PROF. NGOZI EZE
EXB00724,NLI28125,ST201,26-12-2021,32,prof. chika nwosu
EXB00202,NLI-75594,MT201,2020-10-15,71,PROF. NGOZI EZE
EXB00209,NLI-03438,IT201,2022-03-22,63,PROF. NGOZI EZE
EXB01273,NLI162889,PH301,23-12-2020,87,PROF. NGOZI EZE
EXB00405,NLI-83121,CS501,25-06-2022,64,prof. chika nwosu
EXB00107,184524,PH101,09/04/2023,79,PROF. NGOZI EZE
EXB01277,NLI-165267,IT301,2022-09-04,70,dr. samuel okoro
EXB00589,nli-23180,IT501,08-08-2019,89,dr. samuel okoro
EXB02194,nli-51486,MT201,2021-10-14,74,Dr Fatima Yusuf
EXB00550,NLI-106253,EN401,2022-03-20,66,PROF. NGOZI EZE
EXB00599,nli-80070,ME101,2024-02-18,63,prof. chika nwosu
EXB00407,00877,MT501,01/08/2019,47,prof. chika nwosu
EXB02432,NLI-154883,CS101,24/02/2019,55,Dr. Adekunle Bello
EXB01523,16720,EN101,2023-09-25,25,PROF. NGOZI EZE
EXB00347,NLI-114069,EE501,03/06/2020,58,Dr Fatima Yusuf
EXB00178,171675,EE101,2019-05-04,76,PROF. NGOZI EZE
EXB01988,NLI-15939,PH301,23-07-2023,92,dr. samuel okoro
EXB00656,nli-174332,ME501,12-08-2019,29,prof. chika nwosu
EXB00972,nli-122477,EC501,19-02-2024,20,Dr. Adekunle Bello
EXB02505,195580,EC101,14/07/2022,,Dr. Adekunle Bello
EXB02031,199980,PH201,20/03/2020,30,prof. chika nwosu
EXB02042,NLI-44103,ST301,01-12-2022,21,prof. chika nwosu
EXB01380,NLI-141932,EC201,22/07/2023,70,Dr. Adekunle Bello
EXB01990,138710,IT401,26-01-2019,39,prof. chika nwosu
EXB00199,NLI-182461,EE401,2023-09-01,69,Dr Fatima Yusuf
EXB01946,NLI129595,IT501,2024-09-26,71,Dr Fatima Yusuf
EXB00856,nli-84795,MT401,2020-08-26,92,PROF. NGOZI EZE
EXB00457,NLI-32173,EN401,21/12/2021,33,prof. chika nwosu
EXB00435,127531,IT501,16/05/2023,57,Dr Fatima Yusuf
EXB00993,NLI-97803,ME201,14/03/2019,58,dr. samuel okoro
EXB02215,53287,ME201,18/07/2020,57,Dr Fatima Yusuf
EXB00164,132879,CS101,2023-09-21,57,Dr. Adekunle Bello
EXB01354,NLI-160756,DS301,23-11-2021,74,dr. samuel okoro
EXB00015,nli-141863,MT201,2024-05-12,67,dr. samuel okoro
EXB02133,nli-16467,IT501,01/06/2019,46,PROF. NGOZI EZE
EXB02233,nli-67569,EC301,01-02-2024,105,prof. chika nwosu
EXB01852,NLI-17012,DS201,13-01-2024,71,prof. chika nwosu
EXB00083,NLI35415,ST201,14/05/2019,99,Dr. Adekunle Bello
EXB00219,NLI-140891,EN501,06-08-2023,62,prof. chika nwosu
EXB00518,NLI-178952,EN101,06/02/2020,,Dr. Adekunle Bello
EXB00587,NLI-180427,PH201,08/02/2024,96,PROF. NGOZI EZE
EXB00698,NLI-44378,EC301,2023-02-19,22,Dr. Adekunle Bello
EXB02503,nli-126815,DS101,12-09-2020,46,dr. samuel okoro
EXB00267,11105,CS401,21/06/2022,94,Dr Fatima Yusuf
EXB00031,nli-119256,MT401,26/10/2023,25,prof. chika nwosu
EXB02481,NLI19554,EN501,2019-03-21,33,PROF. NGOZI EZE
EXB00119,57442,ST301,02/07/2023,93,PROF. NGOZI EZE
EXB00321,nli-28058,ME401,08/07/2019,41,Dr. Adekunle Bello
EXB01588,NLI-33807,PH101,16-10-2021,32,dr. samuel okoro
EXB02593,NLI-137714,IT201,28-06-2022,36,Dr. Adekunle Bello
EXB01539,NLI-123207,PH401,2021-04-03,64,PROF. NGOZI EZE
EXB01532,nli-176556,CS301,20/09/2019,26,dr. samuel okoro
EXB02355,NLI-98852,PH301,2021-11-09,95,PROF. NGOZI EZE
EXB01239,NLI-52737,CS501,24/06/2021,68,PROF. NGOZI EZE
EXB00249,NLI-76048,ME201,2019-08-15,34,prof. chika nwosu
EXB00569,NLI-170754,EE401,27/06/2019,,dr. samuel okoro
EXB00486,NLI120526,PH201,2023-10-21,76,prof. chika nwosu
EXB01616,nli-139090,EN501,23-05-2020,72,PROF. NGOZI EZE
EXB02276,181164,EC101,26-09-2022,83,Dr Fatima Yusuf
EXB01553,170482,EE201,15/03/2024,62,PROF. NGOZI EZE
EXB02155,NLI39328,IT101,2019-05-28,28,dr. samuel okoro
EXB00402,NLI159860,PH101,23-10-2023,55,dr. samuel okoro
EXB01374,48052,MT401,14/08/2020,75,PROF. NGOZI EZE
EXB00831,nli-79319,MT201,08-05-2019,63,dr. samuel okoro
EXB01150,NLI-84936,ST401,24/07/2019,23,PROF. NGOZI EZE
EXB00664,180244,EN201,16-02-2023,87,dr. samuel okoro
EXB01792,NLI-37202,ST201,05-09-2019,29,dr. samuel okoro
EXB01806,NLI-92223,IT301,2020-07-15,61,PROF. NGOZI EZE
EXB01688,NLI152380,IT101,12-01-2021,50,Dr. Adekunle Bello
EXB02101,nli-119497,EE501,09-04-2023,42,Dr Fatima Yusuf
EXB00004,15175,MT101,09/10/2024,79,dr. samuel okoro
EXB01061,NLI-129499,DS201,2024-12-20,89,PROF. NGOZI EZE
EXB00056,90188,IT101,2022-01-08,,Dr. Adekunle Bello
EXB00874,NLI-82771,EC401,2021-04-27,85,Dr Fatima Yusuf
EXB00448,NLI-42820,IT301,2019-03-13,37,prof. chika nwosu
EXB02207,NLI-115891,DS201,2021-08-23,110,Dr. Adekunle Bello
EXB00333,NLI-04067,EC401,13/06/2023,68,Dr. Adekunle Bello
EXB02185,17239,PH301,26-06-2020,23,dr. samuel okoro
EXB00563,NLI-185989,ME201,04/12/2020,71,prof. chika nwosu
EXB02340,nli-168174,MT401,2021-12-13,86,dr. samuel okoro
EXB00679,70912,CS501,18/06/2023,100,Dr. Adekunle Bello
EXB01470,NLI-03737,DS201,09/11/2021,52,PROF. NGOZI EZE
EXB02386,NLI85450,ME201,28-01-2023,66,Dr Fatima Yusuf
EXB01552,NLI148155,EC101,27-08-2023,42,Dr Fatima Yusuf
EXB00980,174269,ME301,2019-10-25,61,PROF. NGOZI EZE
EXB01645,NLI62422,MT501,2020-09-15,35,Dr Fatima Yusuf
EXB00903,nli-46992,PH501,2019-10-19,39,prof. chika nwosu
EXB00040,NLI07505,EC201,2024-03-26,87,Dr. Adekunle Bello
EXB01225,NLI135394,PH101,2023-12-20,104,Dr Fatima Yusuf
EXB00829,NLI13682,IT301,21/09/2024,57,dr. samuel okoro
EXB00074,NLI-05569,ST301,17/07/2024,36,Dr. Adekunle Bello
EXB01875,NLI-110152,CS501,2020-03-25,38,Dr Fatima Yusuf
EXB01796,115364,ME301,2019-03-19,48,dr. samuel okoro
EXB01991,NLI-42443,CS201,2023-06-22,35,PROF. NGOZI EZE
EXB01338,NLI-69502,PH301,18/03/2019,89,PROF. NGOZI EZE
EXB00921,NLI154699,EC101,02-01-2020,33,Dr. Adekunle Bello
EXB00423,nli-197736,CS101,27-06-2024,83,dr. samuel okoro
EXB00076,nli-22596,EE301,07/05/2019,77,dr. samuel okoro
EXB00425,52715,IT401,16-11-2020,34,PROF. NGOZI EZE
EXB00547,NLI-119058,MT501,2020-01-05,45,prof. chika nwosu
EXB00176,85154,EC401,27/12/2019,15,Dr Fatima Yusuf
EXB01973,176154,IT401,18-03-2021,79,Dr Fatima Yusuf
EXB01518,NLI153609,ST101,03-12-2021,78,Dr. Adekunle Bello
EXB00008,NLI-81187,EN501,25-10-2022,4,dr. samuel okoro
EXB01600,22606,MT201,24-07-2023,93,prof. chika nwosu
EXB00220,NLI-51475,IT201,10/09/2023,54,Dr. Adekunle Bello
EXB01524,nli-118501,PH401,10-03-2023,52,prof. chika nwosu
EXB00531,nli-81705,EN301,21/08/2024,40,Dr Fatima Yusuf
EXB00079,NLI22233,IT301,25-03-2023,24,prof. chika nwosu
EXB00806,135173,EC301,23/08/2021,77,Dr. Adekunle Bello
EXB00591,nli-57284,EC501,2021-11-11,75,PROF. NGOZI EZE
EXB00603,NLI-187177,IT301,2021-08-21,22,dr. samuel okoro
